t,torque_signal
1.231785113922570041e+01,6.132225492945353906e+00
1.235123284963009915e+01,-4.563323166205087489e+00
1.238461456003449968e+01,1.918625241452182051e+00
1.241799627043890020e+01,4.288523708156575243e-01
1.245137798084330072e+01,1.042416704462488131e+00
1.248475969124769946e+01,6.731586566201701594e-01
1.251814140165209999e+01,1.036024760337915573e+00
1.255152311205650051e+01,4.423602281406889825e-01
1.258490482246089925e+01,1.898952946983270884e+00
1.261828653286539925e+01,-4.565182741389427257e+00
1.265166824326979977e+01,5.796616849577775454e+00
1.268504995367420030e+01,1.212988831644173926e-02
1.271843166407860082e+01,-1.771925509070666482e-01
1.275181337448299956e+01,6.037560485895606455e+00
1.278519508488740009e+01,-4.540880681439450228e+00
1.281857679529180061e+01,1.911826432357421002e+00
1.285195850569619935e+01,4.581446320758765789e-01
1.288534021610059987e+01,9.474879235468292027e-01
1.291872192650500040e+01,9.087895562846947106e-01
1.295210363690939914e+01,4.797336104097932319e-01
1.298548534731379966e+01,1.933836827275501991e+00
1.301886705771820019e+01,-4.679637984402377882e+00
1.305224876812260071e+01,6.031306414649109549e+00
1.308563047852699945e+01,-4.689327758618084818e-01
1.311901218893139998e+01,1.034875617444377616e+00
1.315239389933580050e+01,4.216767054327048569e-01
1.318577560974030050e+01,7.564755662018110005e-01
1.321915732014469924e+01,5.089565150703799778e-01
1.325253903054909976e+01,7.709815609981036655e-01
1.328592074095350029e+01,3.908671208206867531e-01
1.331930245135790081e+01,1.086724666571974751e+00
1.335268416176229955e+01,-5.542543637142460788e-01
1.338606587216670007e+01,6.201201255557593939e+00
1.341944758257110060e+01,-4.626904686172688130e+00
1.345282929297549934e+01,1.979607258851480589e+00
1.348621100337989986e+01,3.678534265638483403e-01
1.351959271378430039e+01,1.106225793181125017e+00
1.355297442418869913e+01,6.031414292950250111e-01
1.358635613459309965e+01,1.116907127167837022e+00
1.361973784499750018e+01,3.435107814281629923e-01
1.365311955540190070e+01,2.027769736366925812e+00
1.368650126580629944e+01,-4.746648653866088807e+00
1.371988297621069997e+01,6.080087109212954033e+00
1.375326468661510049e+01,-5.047206879127639212e-01
1.378664639701960049e+01,1.060975739221325043e+00
1.382002810742399923e+01,4.031123540902232794e-01
1.385340981782839975e+01,7.689258363005562202e-01
1.388679152823280027e+01,5.016912450496826548e-01
1.392017323863720080e+01,7.736321239158246987e-01
1.395355494904159954e+01,3.925508805053119499e-01
1.398693665944600006e+01,1.080717709928194825e+00
1.402031836985040059e+01,-5.436400693071464785e-01
1.405370008025479933e+01,6.185313282552613146e+00
1.408708179065919985e+01,-4.604506676794782649e+00
1.412046350106360038e+01,1.948509857700205794e+00
1.415384521146799912e+01,4.115983063979514189e-01
1.418722692187239964e+01,1.042301716263192013e+00
1.422060863227680017e+01,7.029668637895949423e-01
1.425399034268120069e+01,9.437359769124451514e-01
1.428737205308559943e+01,6.987279587359627175e-01
1.432075376348999995e+01,1.052075631532125355e+00
1.435413547389449995e+01,3.926317521584666848e-01
1.438751718429890047e+01,1.987273154928834273e+00
1.442089889470329922e+01,-4.711255465011975119e+00
1.445428060510769974e+01,6.048228366871472694e+00
1.448766231551210026e+01,-4.763144631625153558e-01
1.452104402591650079e+01,1.037741546313054597e+00
1.455442573632089953e+01,4.162162445500201535e-01
1.458780744672530005e+01,7.783168176271817451e-01
1.462118915712970058e+01,4.371661067135585998e-01
1.465457086753409932e+01,9.945377948802347490e-01
1.468795257793849984e+01,-4.105831470727878685e-01
1.472133428834290036e+01,5.985651023937686332e+00
1.475471599874730089e+01,-4.289769266846758633e+00
1.478809770915169963e+01,1.386751624710903963e+00
1.482147941955610015e+01,1.710246236233305073e+00
1.485486112996050068e+01,-4.671786800745461044e+00
1.488824284036489942e+01,6.117599783701743732e+00
1.492162455076929994e+01,-6.065115400153221481e-01
1.495500626117379994e+01,1.207280013265373375e+00
1.498838797157820046e+01,2.177752719677643056e-01
1.502176968198259921e+01,1.000901894173439777e+00
1.505515139238699973e+01,1.913745770849903383e-01
1.508853310279140025e+01,1.266328051110491515e+00
1.512191481319580078e+01,-7.165582166577184609e-01
1.515529652360019952e+01,6.344520388842482816e+00
1.518867823400460004e+01,-4.745981126004569894e+00
1.522205994440900056e+01,2.064583086378311005e+00
1.525544165481339931e+01,3.346568032186096331e-01
1.528882336521779983e+01,1.054157277781869517e+00
1.532220507562220035e+01,8.113579403218751374e-01
1.535558678602660088e+01,5.731093858985708556e-01
1.538896849643099962e+01,1.840509703782792439e+00
1.542235020683540014e+01,-4.582815265968974927e+00
1.545573191723980067e+01,5.927391761488205901e+00
1.548911362764419941e+01,-3.537828450226232491e-01
1.552249533804859993e+01,9.031706925119337148e-01
1.555587704845309993e+01,5.774185132692379874e-01
1.558925875885750045e+01,5.652731615043156133e-01
1.562264046926189920e+01,7.545871237883703397e-01
1.565602217966629972e+01,4.361969993551343405e-01
1.568940389007070024e+01,8.870499890113275887e-01
1.572278560047510076e+01,2.480583361459277325e-01
1.575616731087949951e+01,1.246669365902055571e+00
1.578954902128390003e+01,-7.253326108849422749e-01
1.582293073168830055e+01,6.379399274651375684e+00
1.585631244209269930e+01,-4.809351934624405800e+00
1.588969415249709982e+01,2.164096708224727550e+00
1.592307586290150034e+01,1.831619384792190774e-01
1.595645757330590087e+01,1.289441251523052445e+00
1.598983928371029961e+01,4.230824249885871136e-01
1.602322099411469836e+01,1.291967084887171158e+00
1.605660270451910066e+01,1.756435514664006492e-01
1.608998441492349940e+01,2.185636752940117944e+00
1.612336612532800117e+01,-4.890682166673402165e+00
1.615674783573239992e+01,6.204718708975490493e+00
1.619012954613679867e+01,-6.013164906389223408e-01
1.622351125654120096e+01,1.115096578354128676e+00
1.625689296694559971e+01,4.180436370816820735e-01
1.629027467734999846e+01,6.291405858414963470e-01
1.632365638775440075e+01,9.090565271451023222e-01
1.635703809815879950e+01,-4.111409785754671642e-01
1.639041980856319825e+01,6.077854944162387696e+00
1.642380151896760054e+01,-4.513433289900877554e+00
1.645718322937199929e+01,1.867921557442346892e+00
1.649056493977640159e+01,4.862281094663238878e-01
1.652394665018080033e+01,9.696256284859370300e-01
1.655732836058519908e+01,7.778657210814586831e-01
1.659071007098960138e+01,8.614615058175281170e-01
1.662409178139400012e+01,7.957832198374960031e-01
1.665747349179839887e+01,9.280708234447141436e-01
1.669085520220280117e+01,5.663438749329570143e-01
1.672423691260729939e+01,1.714476045033592744e+00
1.675761862301170169e+01,-4.207979227882189477e+00
1.679100033341610043e+01,4.826440691896610957e+00
1.682438204382049918e+01,5.139273539457250628e+00
1.685776375422490148e+01,-4.251607122564682761e+00
1.689114546462930022e+01,1.806451940324120820e+00
1.692452717503369897e+01,4.770177386460719982e-01
1.695790888543810127e+01,9.963165828265687640e-01
1.699129059584250001e+01,7.660485992572477754e-01
1.702467230624689876e+01,8.277149947985188438e-01
1.705805401665130105e+01,9.182836238924043659e-01
1.709143572705569980e+01,6.360799981597246022e-01
1.712481743746009855e+01,1.220740952900657206e+00
1.715819914786450084e+01,5.667488938664144715e-02
1.719158085826889959e+01,2.663084675619244113e+00
1.722496256867329834e+01,-6.338704625517364022e+00
1.725834427907770063e+01,1.278170315520731037e+01
1.729172598948209938e+01,-1.125829679544642481e+01
1.732510769988660115e+01,7.553993802534234803e+00
1.735848941029099990e+01,-1.031161168097948888e+00
1.739187112069539864e+01,1.226476143109839878e+00
1.742525283109980094e+01,4.530947411261378455e-01
1.745863454150419969e+01,5.143321962819626947e-01
1.749201625190859843e+01,1.072956824702360423e+00
1.752539796231300073e+01,-6.085935100568373723e-01
1.755877967271739948e+01,6.300776553137489522e+00
1.759216138312179822e+01,-4.758088702883577881e+00
1.762554309352620052e+01,2.133785209721828835e+00
1.765892480393059927e+01,1.963733767192228363e-01
1.769230651433500157e+01,1.291126841543083881e+00
1.772568822473940031e+01,4.075137683270499966e-01
1.775906993514379906e+01,1.321394391295395376e+00
1.779245164554820136e+01,1.314049013353368878e-01
1.782583335595260010e+01,2.246787570047061422e+00
1.785921506635699885e+01,-4.972412646175973450e+00
1.789259677676150062e+01,6.313102189472998838e+00
1.792597848716589937e+01,-7.465008198285304486e-01
1.795936019757030166e+01,1.314812219124058545e+00
1.799274190797470041e+01,1.303606697821033666e-01
1.802612361837909916e+01,1.075590191263207540e+00
1.805950532878350145e+01,1.244872229657949525e-01
1.809288703918790020e+01,1.329115282929933528e+00
1.812626874959229895e+01,-7.784703334934673924e-01
1.815965045999670124e+01,6.408908192655976777e+00
1.819303217040109999e+01,-4.817023147566310115e+00
1.822641388080549874e+01,2.148423376036602939e+00
1.825979559120990103e+01,2.276089052104861843e-01
1.829317730161429978e+01,1.204558858020741807e+00
1.832655901201869852e+01,5.723264225900470681e-01
1.835994072242310082e+01,1.025338615563359923e+00
1.839332243282749957e+01,6.992092173125928900e-01
1.842670414323189831e+01,8.992133493088581009e-01
1.846008585363640009e+01,8.765777458607361128e-01
1.849346756404079883e+01,5.555217442736301026e-01
1.852684927444520113e+01,1.827575634719011966e+00
1.856023098484959988e+01,-4.546158079537846675e+00
1.859361269525399862e+01,5.868217236445012475e+00
1.862699440565840092e+01,-2.687874466475614899e-01
1.866037611606279967e+01,7.832302341128793977e-01
1.869375782646719841e+01,7.522850955070219392e-01
1.872713953687160071e+01,2.893844257739791592e-01
1.876052124727599946e+01,1.257953570797841536e+00
1.879390295768040176e+01,-7.737960945773392218e-01
1.882728466808480050e+01,6.460669151046454672e+00
1.886066637848919925e+01,-4.926013312003710176e+00
1.889404808889360154e+01,2.325938068561224092e+00
1.892742979929800029e+01,-4.546510717704799198e-02
1.896081150970239904e+01,1.633166579545189290e+00
1.899419322010680133e+01,-1.637902372420839692e-01
1.902757493051120008e+01,2.596614702825438492e+00
1.906095664091569830e+01,-5.465183630587572061e+00
1.909433835132010060e+01,7.139408561488710170e+00
1.912772006172449935e+01,-2.535158902507712142e+00
